EMP_NO,SWIPE_DATE,TIME_OF_SWIPE,IN_OUT_STATUS
25654,12-01-16,12-01-16 16:32,OUT
28906,12-01-16,12-01-16 8:11,IN
22927,12-01-16,12-01-16 15:04,OUT
14144,12-01-16,12-01-16 15:23,OUT
23586,12-01-16,12-01-16 16:19,OUT
15206,12-01-16,12-01-16 18:52,OUT
15206,12-01-16,12-01-16 18:53,OUT
28330,12-01-16,12-01-16 10:04,IN
18516,12-01-16,12-01-16 18:54,OUT
20982,12-01-16,12-01-16 16:28,OUT
30185,12-01-16,12-01-16 16:28,OUT
28330,12-01-16,12-01-16 18:05,OUT
30439,12-01-16,12-01-16 18:15,OUT
29141,12-01-16,12-01-16 17:13,OUT
17135,12-01-16,12-01-16 17:16,OUT
29647,12-01-16,12-01-16 8:16,IN
25476,12-01-16,12-01-16 8:16,IN
29647,12-01-16,12-01-16 8:17,IN
28338,12-01-16,12-01-16 8:26,IN
29141,12-01-16,12-01-16 8:34,IN
23003,12-01-16,12-01-16 8:05,IN
18516,12-01-16,12-01-16 9:07,IN
28761,12-01-16,12-01-16 8:11,IN
33065,12-01-16,12-01-16 18:48,OUT
18516,12-01-16,12-01-16 18:54,OUT
15206,12-01-16,12-01-16 10:02,IN
30016,12-01-16,12-01-16 10:04,IN
21998,12-01-16,12-01-16 12:37,IN
33065,12-01-16,12-01-16 9:41,IN
21666,12-01-16,12-01-16 9:47,IN
30185,12-01-16,12-01-16 7:59,IN
25476,12-01-16,12-01-16 8:17,IN
29700,12-01-16,12-01-16 8:18,IN
29141,12-01-16,12-01-16 8:36,IN
18516,12-01-16,12-01-16 9:08,IN
17135,12-01-16,12-01-16 9:09,IN
18573,12-01-16,12-01-16 9:23,IN
20982,12-01-16,12-01-16 7:46,IN
29103,12-01-16,12-01-16 18:40,OUT
29171,12-01-16,12-01-16 17:46,OUT
14272,12-01-16,12-01-16 18:07,OUT
26966,12-01-16,12-01-16 18:09,OUT
26103,12-01-16,12-01-16 17:39,OUT
21907,12-01-16,12-01-16 17:42,OUT
28784,12-01-16,12-01-16 18:15,OUT
31671,12-01-16,12-01-16 17:47,OUT
29996,12-01-16,12-01-16 18:27,OUT
29449,12-01-16,12-01-16 18:34,OUT
31289,12-01-16,12-01-16 17:57,OUT
31856,12-01-16,12-01-16 17:58,OUT
29627,12-01-16,12-01-16 18:00,OUT
32363,12-01-16,12-01-16 18:14,OUT
30052,12-01-16,12-01-16 9:31,IN
31856,12-01-16,12-01-16 9:37,IN
21911,12-01-16,12-01-16 9:37,IN
17870,12-01-16,12-01-16 8:39,IN
26841,12-01-16,12-01-16 9:51,IN
25309,12-01-16,12-01-16 9:54,IN
26966,12-01-16,12-01-16 9:03,IN
31139,12-01-16,12-01-16 9:03,IN
31289,12-01-16,12-01-16 9:03,IN
25492,12-01-16,12-01-16 9:08,IN
29621,12-01-16,12-01-16 9:17,IN
28128,12-01-16,12-01-16 10:08,IN
28285,12-01-16,12-01-16 10:11,IN
29629,12-01-16,12-01-16 9:21,IN
17870,12-01-16,12-01-16 19:04,OUT
25309,12-01-16,12-01-16 17:59,OUT
26841,12-01-16,12-01-16 17:53,OUT
24670,12-01-16,12-01-16 16:08,OUT
15945,12-01-16,12-01-16 16:14,OUT
21202,12-01-16,12-01-16 16:14,OUT
18332,12-01-16,12-01-16 16:16,OUT
16622,12-01-16,12-01-16 16:18,OUT
23346,12-01-16,12-01-16 16:21,OUT
31807,12-01-16,12-01-16 16:21,OUT
32930,12-01-16,12-01-16 16:21,OUT
32279,12-01-16,12-01-16 16:21,OUT
23333,12-01-16,12-01-16 16:23,OUT
23774,12-01-16,12-01-16 16:23,OUT
16361,12-01-16,12-01-16 10:02,IN
22920,12-01-16,12-01-16 10:05,IN
18091,12-01-16,12-01-16 16:40,OUT
33557,12-01-16,12-01-16 10:16,IN
17981,12-01-16,12-01-16 9:57,IN
23322,12-01-16,12-01-16 9:18,IN
25465,12-01-16,12-01-16 9:58,IN
23405,12-01-16,12-01-16 9:23,IN
24688,12-01-16,12-01-16 7:48,IN
21306,12-01-16,12-01-16 7:56,IN
32717,12-01-16,12-01-16 7:57,IN
15945,12-01-16,12-01-16 8:03,IN
19348,12-01-16,12-01-16 8:04,IN
27312,12-01-16,12-01-16 8:07,IN
27227,12-01-16,12-01-16 8:09,IN
25749,12-01-16,12-01-16 8:12,IN
21202,12-01-16,12-01-16 8:15,IN
24670,12-01-16,12-01-16 8:15,IN
29989,12-01-16,12-01-16 9:45,IN
23672,12-01-16,12-01-16 8:20,IN
31612,12-01-16,12-01-16 9:47,IN
23333,12-01-16,12-01-16 8:26,IN
18091,12-01-16,12-01-16 8:34,IN
15016,12-01-16,12-01-16 8:39,IN
21634,12-01-16,12-01-16 9:50,IN
12974,12-01-16,12-01-16 9:05,IN
16638,12-01-16,12-01-16 9:52,IN
26933,12-01-16,12-01-16 9:53,IN
29675,12-01-16,12-01-16 9:54,IN
32279,12-01-16,12-01-16 7:52,IN
23774,12-01-16,12-01-16 8:59,IN
18099,12-01-16,12-01-16 8:26,IN
13196,12-01-16,12-01-16 9:06,IN
29324,12-01-16,12-01-16 9:08,IN
15202,12-01-16,12-01-16 9:14,IN
24057,12-01-16,12-01-16 9:16,IN
12974,12-01-16,12-01-16 9:03,IN
17133,12-01-16,12-01-16 9:20,IN
21666,12-01-16,12-01-16 18:05,OUT
18573,12-01-16,12-01-16 18:11,OUT
18573,12-01-16,12-01-16 18:12,OUT
21998,12-01-16,12-01-16 18:18,OUT
29647,12-01-16,12-01-16 16:22,OUT
29647,12-01-16,12-01-16 16:23,OUT
20982,12-01-16,12-01-16 16:28,OUT
23003,12-01-16,12-01-16 16:31,OUT
25476,12-01-16,12-01-16 16:31,OUT
29643,12-01-16,12-01-16 18:00,OUT
21998,12-01-16,12-01-16 18:18,OUT
21998,12-01-16,12-01-16 18:18,OUT
26909,12-01-16,12-01-16 18:34,OUT
15206,12-01-16,12-01-16 10:01,IN
29643,12-01-16,12-01-16 10:04,IN
25465,12-01-16,12-01-16 18:37,OUT
13196,12-01-16,12-01-16 17:21,OUT
13160,12-01-16,12-01-16 17:21,OUT
15202,12-01-16,12-01-16 17:24,OUT
12974,12-01-16,12-01-16 18:41,OUT
32777,12-01-16,12-01-16 17:24,OUT
29200,12-01-16,12-01-16 18:33,OUT
12974,12-01-16,12-01-16 18:43,OUT
23322,12-01-16,12-01-16 17:44,OUT
25835,12-01-16,12-01-16 17:47,OUT
21809,12-01-16,12-01-16 15:00,OUT
30293,12-01-16,12-01-16 18:03,OUT
26933,12-01-16,12-01-16 18:05,OUT
16191,12-01-16,12-01-16 18:06,OUT
17981,12-01-16,12-01-16 18:19,OUT
30293,12-01-16,12-01-16 18:01,OUT
30293,12-01-16,12-01-16 10:03,IN
19348,12-01-16,12-01-16 16:16,OUT
25749,12-01-16,12-01-16 16:21,OUT
30094,12-01-16,12-01-16 10:07,IN
24271,12-01-16,12-01-16 16:05,OUT
24694,12-01-16,12-01-16 16:14,OUT
24229,12-01-16,12-01-16 10:20,IN
30697,12-01-16,12-01-16 10:31,IN
23211,12-01-16,12-01-16 16:23,OUT
20712,12-01-16,12-01-16 16:25,OUT
18333,12-01-16,12-01-16 16:18,OUT
26688,12-01-16,12-01-16 16:19,OUT
27227,12-01-16,12-01-16 16:21,OUT
32717,12-01-16,12-01-16 16:21,OUT
27312,12-01-16,12-01-16 16:21,OUT
19559,12-01-16,12-01-16 16:22,OUT
24407,12-01-16,12-01-16 16:40,OUT
24057,12-01-16,12-01-16 17:18,OUT
19113,12-01-16,12-01-16 16:27,OUT
27311,12-01-16,12-01-16 17:44,OUT
25172,12-01-16,12-01-16 17:44,OUT
23226,12-01-16,12-01-16 17:26,OUT
23405,12-01-16,12-01-16 17:54,OUT
24380,12-01-16,12-01-16 11:51,OUT
25673,12-01-16,12-01-16 16:44,OUT
26905,12-01-16,12-01-16 18:07,OUT
27478,12-01-16,12-01-16 18:33,OUT
27993,12-01-16,12-01-16 18:33,OUT
25172,12-01-16,12-01-16 9:44,IN
14660,12-01-16,12-01-16 9:43,IN
18033,12-01-16,12-01-16 9:41,IN
16622,12-01-16,12-01-16 7:56,IN
24271,12-01-16,12-01-16 8:00,IN
21855,12-01-16,12-01-16 8:01,IN
25721,12-01-16,12-01-16 8:08,IN
18332,12-01-16,12-01-16 8:08,IN
19559,12-01-16,12-01-16 8:10,IN
26688,12-01-16,12-01-16 8:10,IN
18333,12-01-16,12-01-16 8:12,IN
16428,12-01-16,12-01-16 8:15,IN
23211,12-01-16,12-01-16 8:15,IN
24407,12-01-16,12-01-16 8:19,IN
31807,12-01-16,12-01-16 8:19,IN
32930,12-01-16,12-01-16 8:19,IN
19113,12-01-16,12-01-16 8:19,IN
33722,12-01-16,12-01-16 8:24,IN
21809,12-01-16,12-01-16 8:34,IN
29742,12-01-16,12-01-16 8:35,IN
