EMP_NO,SWIPE_DATE,TIME_OF_SWIPE,IN_OUT_STATUS
25743,04-01-16,04-01-16 16:53,OUT
24130,04-01-16,04-01-16 8:58,IN
18774,04-01-16,04-01-16 9:46,IN
14541,04-01-16,04-01-16 9:47,IN
28440,04-01-16,04-01-16 9:47,IN
26090,04-01-16,04-01-16 9:49,IN
15682,04-01-16,04-01-16 8:24,IN
26090,04-01-16,04-01-16 9:51,IN
26834,04-01-16,04-01-16 10:06,IN
15682,04-01-16,04-01-16 8:23,IN
21580,04-01-16,04-01-16 9:35,IN
16954,04-01-16,04-01-16 18:40,OUT
30032,04-01-16,04-01-16 19:05,OUT
21835,04-01-16,04-01-16 9:41,IN
21065,04-01-16,04-01-16 9:43,IN
24682,04-01-16,04-01-16 8:08,IN
30346,04-01-16,04-01-16 8:09,IN
15205,04-01-16,04-01-16 8:11,IN
12511,04-01-16,04-01-16 10:02,IN
12734,04-01-16,04-01-16 8:13,IN
28374,04-01-16,04-01-16 8:14,IN
17955,04-01-16,04-01-16 10:08,IN
30057,04-01-16,04-01-16 8:48,IN
28134,04-01-16,04-01-16 9:14,IN
13739,04-01-16,04-01-16 18:38,OUT
21594,04-01-16,04-01-16 18:53,OUT
21658,04-01-16,04-01-16 9:12,IN
30322,04-01-16,04-01-16 9:21,IN
29383,04-01-16,04-01-16 9:22,IN
15205,04-01-16,04-01-16 16:19,OUT
31370,04-01-16,04-01-16 16:22,OUT
31006,04-01-16,04-01-16 16:28,OUT
28998,04-01-16,04-01-16 16:29,OUT
28374,04-01-16,04-01-16 16:31,OUT
16513,04-01-16,04-01-16 17:20,OUT
33075,04-01-16,04-01-16 9:31,IN
21810,04-01-16,04-01-16 18:01,OUT
21812,04-01-16,04-01-16 18:04,OUT
26847,04-01-16,04-01-16 18:04,OUT
24661,04-01-16,04-01-16 10:06,IN
12511,04-01-16,04-01-16 18:05,OUT
30881,04-01-16,04-01-16 8:08,IN
32385,04-01-16,04-01-16 8:17,IN
29627,04-01-16,04-01-16 10:11,IN
21110,04-01-16,04-01-16 10:12,IN
23440,04-01-16,04-01-16 8:27,IN
28278,04-01-16,04-01-16 8:30,IN
21911,04-01-16,04-01-16 9:40,IN
14516,04-01-16,04-01-16 8:53,IN
29104,04-01-16,04-01-16 9:14,IN
14272,04-01-16,04-01-16 10:08,IN
25493,04-01-16,04-01-16 16:13,OUT
19657,04-01-16,04-01-16 16:18,OUT
28784,04-01-16,04-01-16 9:49,IN
24956,04-01-16,04-01-16 8:54,IN
27473,04-01-16,04-01-16 10:19,IN
25493,04-01-16,04-01-16 10:24,IN
23336,04-01-16,04-01-16 9:10,IN
26841,04-01-16,04-01-16 9:16,IN
30053,04-01-16,04-01-16 9:17,IN
29629,04-01-16,04-01-16 9:19,IN
17503,04-01-16,04-01-16 9:23,IN
31671,04-01-16,04-01-16 9:25,IN
25492,04-01-16,04-01-16 9:34,IN
29996,04-01-16,04-01-16 17:27,OUT
30052,04-01-16,04-01-16 17:48,OUT
29104,04-01-16,04-01-16 17:50,OUT
28785,04-01-16,04-01-16 17:52,OUT
31671,04-01-16,04-01-16 17:56,OUT
31369,04-01-16,04-01-16 16:57,OUT
29171,04-01-16,04-01-16 17:02,IN
31289,04-01-16,04-01-16 10:17,IN
33072,04-01-16,04-01-16 10:20,IN
28285,04-01-16,04-01-16 10:23,IN
23336,04-01-16,04-01-16 17:09,OUT
15672,04-01-16,04-01-16 8:49,IN
30156,04-01-16,04-01-16 10:59,IN
15672,04-01-16,04-01-16 17:16,OUT
11702,04-01-16,04-01-16 17:16,OUT
23440,04-01-16,04-01-16 17:16,OUT
26841,04-01-16,04-01-16 17:17,OUT
26103,04-01-16,04-01-16 11:54,OUT
31139,04-01-16,04-01-16 9:05,IN
26103,04-01-16,04-01-16 12:49,IN
31139,04-01-16,04-01-16 13:00,OUT
14171,04-01-16,04-01-16 9:34,IN
25717,04-01-16,04-01-16 15:24,OUT
22927,04-01-16,04-01-16 15:24,OUT
13214,04-01-16,04-01-16 16:31,OUT
21546,04-01-16,04-01-16 16:32,OUT
23586,04-01-16,04-01-16 16:34,OUT
13214,04-01-16,04-01-16 7:36,IN
21546,04-01-16,04-01-16 7:58,IN
16829,04-01-16,04-01-16 8:08,IN
26496,04-01-16,04-01-16 8:29,IN
31232,04-01-16,04-01-16 10:12,IN
11847,04-01-16,04-01-16 10:23,IN
28546,04-01-16,04-01-16 14:50,IN
26496,04-01-16,04-01-16 16:31,OUT
28906,04-01-16,04-01-16 16:31,OUT
25654,04-01-16,04-01-16 16:32,OUT
16829,04-01-16,04-01-16 16:34,OUT
20659,04-01-16,04-01-16 16:48,OUT
31232,04-01-16,04-01-16 18:16,OUT
14144,04-01-16,04-01-16 15:27,OUT
26909,04-01-16,04-01-16 18:38,OUT
15206,04-01-16,04-01-16 18:56,OUT
20982,04-01-16,04-01-16 16:28,OUT
25476,04-01-16,04-01-16 16:34,OUT
20982,04-01-16,04-01-16 7:41,IN
17135,04-01-16,04-01-16 17:02,OUT
29141,04-01-16,04-01-16 17:03,OUT
28338,04-01-16,04-01-16 8:11,IN
29141,04-01-16,04-01-16 8:46,IN
18516,04-01-16,04-01-16 8:54,IN
28330,04-01-16,04-01-16 18:08,OUT
33065,04-01-16,04-01-16 18:14,OUT
15206,04-01-16,04-01-16 10:07,IN
21998,04-01-16,04-01-16 12:50,IN
32130,04-01-16,04-01-16 16:15,OUT
29141,04-01-16,04-01-16 8:46,IN
30185,04-01-16,04-01-16 16:28,OUT
23003,04-01-16,04-01-16 16:33,OUT
15206,04-01-16,04-01-16 10:08,IN
29643,04-01-16,04-01-16 18:03,OUT
21666,04-01-16,04-01-16 18:08,OUT
33068,04-01-16,04-01-16 18:08,OUT
16716,04-01-16,04-01-16 18:15,OUT
21998,04-01-16,04-01-16 18:16,OUT
18573,04-01-16,04-01-16 18:21,OUT
23003,04-01-16,04-01-16 8:00,IN
29700,04-01-16,04-01-16 8:18,IN
30017,04-01-16,04-01-16 18:39,OUT
25476,04-01-16,04-01-16 8:25,IN
25476,04-01-16,04-01-16 8:26,IN
21908,04-01-16,04-01-16 9:13,IN
21908,04-01-16,04-01-16 9:15,IN
21998,04-01-16,04-01-16 18:16,OUT
18573,04-01-16,04-01-16 18:23,OUT
30016,04-01-16,04-01-16 18:36,OUT
18516,04-01-16,04-01-16 18:40,OUT
30053,04-01-16,04-01-16 18:02,OUT
31856,04-01-16,04-01-16 18:10,OUT
20884,04-01-16,04-01-16 18:15,OUT
26966,04-01-16,04-01-16 17:31,OUT
21911,04-01-16,04-01-16 19:03,OUT
14272,04-01-16,04-01-16 18:03,OUT
21110,04-01-16,04-01-16 18:07,OUT
29171,04-01-16,04-01-16 17:43,OUT
26103,04-01-16,04-01-16 17:52,OUT
25309,04-01-16,04-01-16 18:01,OUT
29627,04-01-16,04-01-16 18:03,OUT
25492,04-01-16,04-01-16 18:17,OUT
24956,04-01-16,04-01-16 17:23,OUT
17870,04-01-16,04-01-16 9:14,IN
29996,04-01-16,04-01-16 9:20,IN
26103,04-01-16,04-01-16 9:23,IN
16200,04-01-16,04-01-16 14:30,IN
29171,04-01-16,04-01-16 9:26,IN
32363,04-01-16,04-01-16 9:31,IN
31856,04-01-16,04-01-16 9:35,IN
21911,04-01-16,04-01-16 9:38,IN
28005,04-01-16,04-01-16 7:37,IN
21334,04-01-16,04-01-16 16:28,OUT
27299,04-01-16,04-01-16 7:56,IN
17723,04-01-16,04-01-16 10:00,IN
28278,04-01-16,04-01-16 16:35,OUT
20884,04-01-16,04-01-16 10:03,IN
24630,04-01-16,04-01-16 16:40,OUT
12974,04-01-16,04-01-16 9:15,IN
18030,04-01-16,04-01-16 9:12,IN
21615,04-01-16,04-01-16 9:23,IN
21321,04-01-16,04-01-16 9:44,IN
25725,04-01-16,04-01-16 12:23,IN
26933,04-01-16,04-01-16 9:50,IN
14034,04-01-16,04-01-16 17:02,OUT
16652,04-01-16,04-01-16 10:04,IN
24057,04-01-16,04-01-16 17:16,OUT
15202,04-01-16,04-01-16 17:19,OUT
25721,04-01-16,04-01-16 8:13,IN
16428,04-01-16,04-01-16 8:16,IN
24694,04-01-16,04-01-16 8:17,IN
19113,04-01-16,04-01-16 8:17,IN
33722,04-01-16,04-01-16 8:20,IN
23672,04-01-16,04-01-16 8:22,IN
23774,04-01-16,04-01-16 8:22,IN
23840,04-01-16,04-01-16 8:22,IN
21809,04-01-16,04-01-16 8:24,IN
23333,04-01-16,04-01-16 8:28,IN
24407,04-01-16,04-01-16 8:29,IN
18091,04-01-16,04-01-16 8:29,IN
24694,04-01-16,04-01-16 8:29,IN
15016,04-01-16,04-01-16 8:30,IN
29742,04-01-16,04-01-16 8:34,IN
14034,04-01-16,04-01-16 8:34,IN
24271,04-01-16,04-01-16 7:57,IN
15945,04-01-16,04-01-16 8:02,IN
21202,04-01-16,04-01-16 8:12,IN
18332,04-01-16,04-01-16 8:09,IN
18333,04-01-16,04-01-16 8:10,IN
23346,04-01-16,04-01-16 8:13,IN
24680,04-01-16,04-01-16 8:13,IN
31807,04-01-16,04-01-16 8:14,IN
32930,04-01-16,04-01-16 8:15,IN
16041,04-01-16,04-01-16 8:15,IN
32717,04-01-16,04-01-16 8:07,IN
32279,04-01-16,04-01-16 8:09,IN
26688,04-01-16,04-01-16 8:09,IN
13196,04-01-16,04-01-16 8:59,IN
15454,04-01-16,04-01-16 7:49,IN
21855,04-01-16,04-01-16 7:53,IN
24688,04-01-16,04-01-16 7:57,IN
24670,04-01-16,04-01-16 8:02,IN
27227,04-01-16,04-01-16 8:05,IN
23211,04-01-16,04-01-16 8:07,IN
19559,04-01-16,04-01-16 8:07,IN
25832,04-01-16,04-01-16 8:10,IN
19348,04-01-16,04-01-16 8:11,IN
25749,04-01-16,04-01-16 8:13,IN
18099,04-01-16,04-01-16 8:13,IN
18516,04-01-16,04-01-16 18:40,OUT
15206,04-01-16,04-01-16 18:55,OUT
29141,04-01-16,04-01-16 8:44,IN
30185,04-01-16,04-01-16 8:49,IN
18516,04-01-16,04-01-16 8:53,IN
17135,04-01-16,04-01-16 9:07,IN
29643,04-01-16,04-01-16 10:12,IN
33065,04-01-16,04-01-16 10:03,IN
28330,04-01-16,04-01-16 10:03,IN
26909,04-01-16,04-01-16 10:06,IN
30017,04-01-16,04-01-16 10:06,IN
18573,04-01-16,04-01-16 10:18,IN
28761,04-01-16,04-01-16 10:50,IN
23774,04-01-16,04-01-16 16:12,OUT
18333,04-01-16,04-01-16 16:12,OUT
18333,04-01-16,04-01-16 16:12,OUT
23840,04-01-16,04-01-16 16:12,OUT
21202,04-01-16,04-01-16 16:13,OUT
15945,04-01-16,04-01-16 16:14,OUT
19348,04-01-16,04-01-16 16:15,OUT
25530,04-01-16,04-01-16 16:18,OUT
19559,04-01-16,04-01-16 16:19,OUT
15534,04-01-16,04-01-16 17:32,OUT
27478,04-01-16,04-01-16 9:54,IN
21809,04-01-16,04-01-16 16:27,OUT
23322,04-01-16,04-01-16 17:33,OUT
18030,04-01-16,04-01-16 17:46,OUT
30697,04-01-16,04-01-16 19:03,OUT
17981,04-01-16,04-01-16 10:06,IN
29742,04-01-16,04-01-16 16:31,OUT
25832,04-01-16,04-01-16 16:34,OUT
19113,04-01-16,04-01-16 16:40,OUT
24229,04-01-16,04-01-16 10:30,IN
24694,04-01-16,04-01-16 17:04,OUT
13196,04-01-16,04-01-16 17:12,OUT
13160,04-01-16,04-01-16 17:12,OUT
26933,04-01-16,04-01-16 18:08,OUT
26905,04-01-16,04-01-16 18:08,OUT
12974,04-01-16,04-01-16 19:02,OUT
12974,04-01-16,04-01-16 19:03,OUT
17133,04-01-16,04-01-16 9:21,IN
23322,04-01-16,04-01-16 9:11,IN
12974,04-01-16,04-01-16 9:13,IN
24057,04-01-16,04-01-16 9:14,IN
26905,04-01-16,04-01-16 9:53,IN
23405,04-01-16,04-01-16 9:18,IN
23405,04-01-16,04-01-16 18:22,OUT
15534,04-01-16,04-01-16 9:26,IN
23333,04-01-16,04-01-16 9:32,OUT
30293,04-01-16,04-01-16 10:28,IN
18332,04-01-16,04-01-16 16:15,OUT
23211,04-01-16,04-01-16 16:18,OUT
24271,04-01-16,04-01-16 15:46,OUT
32777,04-01-16,04-01-16 17:31,OUT
23346,04-01-16,04-01-16 16:12,OUT
32279,04-01-16,04-01-16 16:18,OUT
26688,04-01-16,04-01-16 16:20,OUT
32717,04-01-16,04-01-16 16:22,OUT
16622,04-01-16,04-01-16 16:22,OUT
32930,04-01-16,04-01-16 16:22,OUT
31807,04-01-16,04-01-16 16:23,OUT
20712,04-01-16,04-01-16 16:23,OUT
23672,04-01-16,04-01-16 16:27,OUT
25725,04-01-16,04-01-16 16:28,OUT
30094,04-01-16,04-01-16 10:09,IN
22920,04-01-16,04-01-16 10:12,IN
24407,04-01-16,04-01-16 16:40,OUT
18091,04-01-16,04-01-16 16:40,OUT
27227,04-01-16,04-01-16 16:15,OUT
24688,04-01-16,04-01-16 16:22,OUT
25673,04-01-16,04-01-16 17:07,OUT
25172,04-01-16,04-01-16 18:03,OUT
30293,04-01-16,04-01-16 18:04,OUT
16191,04-01-16,04-01-16 18:05,OUT
27311,04-01-16,04-01-16 18:03,OUT
25835,04-01-16,04-01-16 17:46,OUT
30093,04-01-16,04-01-16 18:13,OUT
16965,05-01-16,05-01-16 10:01,IN
26107,05-01-16,05-01-16 10:04,IN
27041,05-01-16,05-01-16 15:06,OUT
21392,05-01-16,05-01-16 16:16,OUT
20791,05-01-16,05-01-16 16:19,OUT
29922,05-01-16,05-01-16 16:24,OUT
29451,05-01-16,05-01-16 16:24,OUT
30184,05-01-16,05-01-16 16:29,OUT
31870,05-01-16,05-01-16 16:34,OUT
26973,05-01-16,05-01-16 16:37,OUT
29379,05-01-16,05-01-16 16:37,OUT
18568,05-01-16,05-01-16 16:59,OUT
33293,05-01-16,05-01-16 17:03,OUT
31082,05-01-16,05-01-16 8:00,IN
21272,05-01-16,05-01-16 8:08,IN
25491,05-01-16,05-01-16 8:32,IN
32484,05-01-16,05-01-16 8:43,IN
14837,05-01-16,05-01-16 8:59,IN
17790,05-01-16,05-01-16 9:02,IN
30327,05-01-16,05-01-16 9:09,IN
25390,05-01-16,05-01-16 9:10,IN
25370,05-01-16,05-01-16 9:13,IN
28279,05-01-16,05-01-16 9:15,IN
20737,05-01-16,05-01-16 9:15,IN
27041,05-01-16,05-01-16 7:59,IN
21392,05-01-16,05-01-16 8:03,IN
24960,05-01-16,05-01-16 8:03,IN
30184,05-01-16,05-01-16 8:07,IN
29379,05-01-16,05-01-16 8:09,IN
27179,05-01-16,05-01-16 8:16,IN
27042,05-01-16,05-01-16 8:21,IN
22976,05-01-16,05-01-16 8:23,IN
29382,05-01-16,05-01-16 8:09,IN
29451,05-01-16,05-01-16 8:40,IN
29922,05-01-16,05-01-16 8:40,IN
21339,05-01-16,05-01-16 8:37,IN
18358,05-01-16,05-01-16 8:47,IN
21273,05-01-16,05-01-16 8:53,IN
30483,05-01-16,05-01-16 8:57,IN
28281,05-01-16,05-01-16 8:58,IN
28300,05-01-16,05-01-16 9:20,IN
33588,05-01-16,05-01-16 9:21,IN
30814,05-01-16,05-01-16 9:23,IN
31081,05-01-16,05-01-16 9:23,IN
26264,05-01-16,05-01-16 9:24,IN
29624,05-01-16,05-01-16 9:26,IN
26860,05-01-16,05-01-16 9:27,IN
25489,05-01-16,05-01-16 9:30,IN
21338,05-01-16,05-01-16 9:30,IN
29924,05-01-16,05-01-16 7:52,IN
29878,05-01-16,05-01-16 7:54,IN
28332,05-01-16,05-01-16 7:56,IN
32368,05-01-16,05-01-16 7:58,IN
28374,05-01-16,05-01-16 8:13,IN
21805,05-01-16,05-01-16 17:36,OUT
24661,05-01-16,05-01-16 17:46,OUT
21812,05-01-16,05-01-16 18:03,OUT
21065,05-01-16,05-01-16 18:07,OUT
21805,05-01-16,05-01-16 8:41,IN
21810,05-01-16,05-01-16 18:03,OUT
25610,05-01-16,05-01-16 8:58,IN
16077,05-01-16,05-01-16 9:13,IN
21658,05-01-16,05-01-16 9:18,IN
23606,05-01-16,05-01-16 9:14,IN
25272,05-01-16,05-01-16 13:26,IN
28107,05-01-16,05-01-16 13:54,IN
29924,05-01-16,05-01-16 14:54,OUT
24960,05-01-16,05-01-16 16:16,OUT
25489,05-01-16,05-01-16 18:40,OUT
30483,05-01-16,05-01-16 18:40,OUT
28281,05-01-16,05-01-16 16:19,OUT
21903,05-01-16,05-01-16 18:54,OUT
29878,05-01-16,05-01-16 16:28,OUT
23092,05-01-16,05-01-16 16:29,OUT
17443,05-01-16,05-01-16 16:29,OUT
27179,05-01-16,05-01-16 16:35,OUT
27042,05-01-16,05-01-16 16:37,OUT
21272,05-01-16,05-01-16 16:37,OUT
21272,05-01-16,05-01-16 16:37,OUT
25491,05-01-16,05-01-16 16:39,OUT
20750,05-01-16,05-01-16 17:12,OUT
18358,05-01-16,05-01-16 17:18,OUT
30327,05-01-16,05-01-16 17:31,OUT
31753,05-01-16,05-01-16 9:38,IN
20965,05-01-16,05-01-16 9:42,IN
17790,05-01-16,05-01-16 17:18,OUT
21339,05-01-16,05-01-16 17:27,OUT
31081,05-01-16,05-01-16 17:28,OUT
32484,05-01-16,05-01-16 17:28,OUT
25390,05-01-16,05-01-16 17:30,OUT
23438,05-01-16,05-01-16 17:37,OUT
32735,05-01-16,05-01-16 17:39,OUT
26367,05-01-16,05-01-16 17:39,OUT
26264,05-01-16,05-01-16 17:32,OUT
31298,05-01-16,05-01-16 9:51,IN
21899,05-01-16,05-01-16 17:44,OUT
19769,05-01-16,05-01-16 17:52,OUT
17724,05-01-16,05-01-16 10:07,IN
29168,05-01-16,05-01-16 10:18,IN
26971,05-01-16,05-01-16 9:56,IN
25370,05-01-16,05-01-16 18:09,OUT
23435,05-01-16,05-01-16 10:16,IN
29382,05-01-16,05-01-16 10:27,OUT
26107,05-01-16,05-01-16 18:12,OUT
14837,05-01-16,05-01-16 17:11,OUT
22971,05-01-16,05-01-16 17:26,OUT
21341,05-01-16,05-01-16 10:49,IN
26971,05-01-16,05-01-16 18:11,OUT
30813,05-01-16,05-01-16 18:12,OUT
23435,05-01-16,05-01-16 18:15,OUT
31082,05-01-16,05-01-16 16:12,OUT
30483,05-01-16,05-01-16 16:57,IN
30813,05-01-16,05-01-16 9:53,IN
21273,05-01-16,05-01-16 17:44,OUT
31753,05-01-16,05-01-16 17:45,OUT
10315,05-01-16,05-01-16 18:00,OUT
25743,05-01-16,05-01-16 8:29,IN
24130,05-01-16,05-01-16 8:55,IN
27063,05-01-16,05-01-16 9:43,IN
25743,05-01-16,05-01-16 16:52,OUT
26834,05-01-16,05-01-16 10:03,IN
21893,05-01-16,05-01-16 9:37,IN
21580,05-01-16,05-01-16 9:39,IN
24249,05-01-16,05-01-16 9:40,IN
30867,05-01-16,05-01-16 9:56,IN
28440,05-01-16,05-01-16 9:43,IN
14541,05-01-16,05-01-16 9:45,IN
18732,05-01-16,05-01-16 10:07,IN
15682,05-01-16,05-01-16 16:46,OUT
18774,05-01-16,05-01-16 9:43,IN
26090,05-01-16,05-01-16 9:23,IN
29383,05-01-16,05-01-16 9:18,IN
26848,05-01-16,05-01-16 9:27,IN
21835,05-01-16,05-01-16 9:27,IN
21065,05-01-16,05-01-16 9:37,IN
33075,05-01-16,05-01-16 9:38,IN
21594,05-01-16,05-01-16 18:30,OUT
28374,05-01-16,05-01-16 17:33,OUT
26847,05-01-16,05-01-16 18:15,OUT
24596,05-01-16,05-01-16 8:03,IN
13739,05-01-16,05-01-16 9:32,IN
17955,05-01-16,05-01-16 10:08,IN
30032,05-01-16,05-01-16 10:09,IN
24957,05-01-16,05-01-16 7:55,IN
12734,05-01-16,05-01-16 8:05,IN
15205,05-01-16,05-01-16 8:06,IN
22994,05-01-16,05-01-16 8:07,IN
21594,05-01-16,05-01-16 10:24,IN
18775,05-01-16,05-01-16 17:55,OUT
31292,05-01-16,05-01-16 17:19,OUT
24682,05-01-16,05-01-16 8:09,IN
29381,05-01-16,05-01-16 8:13,IN
30346,05-01-16,05-01-16 8:22,IN
12511,05-01-16,05-01-16 18:06,OUT
13739,05-01-16,05-01-16 17:36,OUT
24371,05-01-16,05-01-16 18:07,OUT
16513,05-01-16,05-01-16 8:53,IN
15205,05-01-16,05-01-16 16:20,OUT
24371,05-01-16,05-01-16 9:00,IN
31368,05-01-16,05-01-16 16:28,OUT
30346,05-01-16,05-01-16 16:31,OUT
30183,05-01-16,05-01-16 16:31,OUT
27118,05-01-16,05-01-16 9:24,IN
16513,05-01-16,05-01-16 17:23,OUT
21658,05-01-16,05-01-16 17:29,OUT
29383,05-01-16,05-01-16 17:29,OUT
30032,05-01-16,05-01-16 18:45,OUT
12511,05-01-16,05-01-16 9:37,IN
24661,05-01-16,05-01-16 9:55,IN
21812,05-01-16,05-01-16 10:00,IN
26847,05-01-16,05-01-16 10:11,IN
24344,05-01-16,05-01-16 10:13,IN
19799,05-01-16,05-01-16 10:28,IN
19604,05-01-16,05-01-16 9:57,IN
21810,05-01-16,05-01-16 10:00,IN
31006,05-01-16,05-01-16 16:20,OUT
29381,05-01-16,05-01-16 16:29,OUT
27118,05-01-16,05-01-16 17:28,OUT
28253,05-01-16,05-01-16 17:32,OUT
24957,05-01-16,05-01-16 17:51,OUT
14272,05-01-16,05-01-16 18:00,OUT
25492,05-01-16,05-01-16 18:09,OUT
29627,05-01-16,05-01-16 18:06,OUT
20884,05-01-16,05-01-16 18:19,OUT
29171,05-01-16,05-01-16 17:41,OUT
29171,05-01-16,05-01-16 9:19,IN
26005,05-01-16,05-01-16 14:50,IN
26841,05-01-16,05-01-16 9:25,IN
31856,05-01-16,05-01-16 9:27,IN
31671,05-01-16,05-01-16 17:46,OUT
30052,05-01-16,05-01-16 17:49,OUT
30052,05-01-16,05-01-16 9:30,IN
26103,05-01-16,05-01-16 9:45,IN
30053,05-01-16,05-01-16 17:54,OUT
28278,05-01-16,05-01-16 16:39,OUT
15672,05-01-16,05-01-16 16:58,OUT
24732,05-01-16,05-01-16 8:41,IN
31671,05-01-16,05-01-16 9:31,IN
31369,05-01-16,05-01-16 17:00,OUT
21110,05-01-16,05-01-16 9:51,IN
14272,05-01-16,05-01-16 9:59,IN
31232,05-01-16,05-01-16 16:32,OUT
25654,05-01-16,05-01-16 16:32,OUT
21546,05-01-16,05-01-16 7:58,IN
16829,05-01-16,05-01-16 8:05,IN
16939,05-01-16,05-01-16 8:10,IN
20659,05-01-16,05-01-16 17:00,OUT
26496,05-01-16,05-01-16 8:16,IN
20710,05-01-16,05-01-16 9:46,IN
31232,05-01-16,05-01-16 8:04,IN
21566,05-01-16,05-01-16 8:13,IN
28906,05-01-16,05-01-16 8:16,IN
20659,05-01-16,05-01-16 8:16,IN
11875,05-01-16,05-01-16 8:29,IN
27903,05-01-16,05-01-16 18:48,OUT
11847,05-01-16,05-01-16 10:03,IN
27903,05-01-16,05-01-16 10:09,IN
23586,05-01-16,05-01-16 16:32,OUT
28906,05-01-16,05-01-16 16:32,OUT
26496,05-01-16,05-01-16 16:32,OUT
14144,05-01-16,05-01-16 15:20,OUT
22927,05-01-16,05-01-16 15:25,OUT
25717,05-01-16,05-01-16 15:25,OUT
16939,05-01-16,05-01-16 16:32,OUT
13214,05-01-16,05-01-16 7:35,IN
25654,05-01-16,05-01-16 7:50,IN
13214,05-01-16,05-01-16 16:31,OUT
16829,05-01-16,05-01-16 16:32,OUT
23033,05-01-16,05-01-16 10:03,IN
23033,05-01-16,05-01-16 11:23,OUT
18774,05-01-16,05-01-16 17:57,OUT
14541,05-01-16,05-01-16 18:00,OUT
26834,05-01-16,05-01-16 18:11,OUT
21580,05-01-16,05-01-16 18:23,OUT
19245,05-01-16,05-01-16 18:50,OUT
19439,05-01-16,05-01-16 9:27,IN
30867,05-01-16,05-01-16 18:07,OUT
25743,05-01-16,05-01-16 16:51,OUT
27063,05-01-16,05-01-16 17:59,OUT
26834,05-01-16,05-01-16 18:10,OUT
26090,05-01-16,05-01-16 18:29,OUT
24130,05-01-16,05-01-16 18:39,OUT
24249,05-01-16,05-01-16 19:01,OUT
15682,05-01-16,05-01-16 8:24,IN
29700,05-01-16,05-01-16 8:18,IN
25476,05-01-16,05-01-16 16:35,OUT
29141,05-01-16,05-01-16 17:03,OUT
17135,05-01-16,05-01-16 17:19,OUT
18516,05-01-16,05-01-16 8:56,IN
18516,05-01-16,05-01-16 8:57,IN
21666,05-01-16,05-01-16 18:05,OUT
21998,05-01-16,05-01-16 18:17,OUT
18573,05-01-16,05-01-16 18:22,OUT
30016,05-01-16,05-01-16 18:23,OUT
18573,05-01-16,05-01-16 18:23,OUT
21666,05-01-16,05-01-16 9:41,IN
28761,05-01-16,05-01-16 9:56,IN
18516,05-01-16,05-01-16 18:40,OUT
18516,05-01-16,05-01-16 18:40,OUT
18573,05-01-16,05-01-16 10:13,IN
15206,05-01-16,05-01-16 18:50,OUT
15206,05-01-16,05-01-16 18:51,OUT
21998,05-01-16,05-01-16 12:04,IN
17135,05-01-16,05-01-16 9:05,IN
16716,05-01-16,05-01-16 14:40,IN
29996,05-01-16,05-01-16 18:31,OUT
29103,05-01-16,05-01-16 18:00,OUT
21110,05-01-16,05-01-16 18:04,OUT
17503,05-01-16,05-01-16 18:09,OUT
28785,05-01-16,05-01-16 18:11,OUT
31289,05-01-16,05-01-16 18:20,OUT
28784,05-01-16,05-01-16 18:31,OUT
27473,05-01-16,05-01-16 18:34,OUT
23440,05-01-16,05-01-16 17:18,OUT
30881,05-01-16,05-01-16 8:05,IN
31289,05-01-16,05-01-16 10:00,IN
20884,05-01-16,05-01-16 10:03,IN
31139,05-01-16,05-01-16 17:22,OUT
26841,05-01-16,05-01-16 17:25,OUT
28784,05-01-16,05-01-16 10:09,IN
24956,05-01-16,05-01-16 17:25,OUT
21907,05-01-16,05-01-16 17:27,OUT
24630,05-01-16,05-01-16 8:35,IN
28278,05-01-16,05-01-16 8:39,IN
17503,05-01-16,05-01-16 10:27,IN
28285,05-01-16,05-01-16 10:47,IN
20747,05-01-16,05-01-16 10:49,IN
26966,05-01-16,05-01-16 17:28,OUT
24956,05-01-16,05-01-16 8:45,IN
31139,05-01-16,05-01-16 9:00,IN
15672,05-01-16,05-01-16 8:41,IN
32363,05-01-16,05-01-16 8:52,IN
29627,05-01-16,05-01-16 9:55,IN
30053,05-01-16,05-01-16 9:22,IN
29377,05-01-16,05-01-16 16:29,OUT
21334,05-01-16,05-01-16 16:29,OUT
29103,05-01-16,05-01-16 9:53,IN
26966,05-01-16,05-01-16 8:59,IN
29104,05-01-16,05-01-16 9:04,IN
30156,05-01-16,05-01-16 10:06,IN
33072,05-01-16,05-01-16 10:13,IN
25492,05-01-16,05-01-16 9:07,IN
32205,05-01-16,05-01-16 8:03,IN
23440,05-01-16,05-01-16 8:22,IN
30793,05-01-16,05-01-16 9:32,IN
21911,05-01-16,05-01-16 9:37,IN
29996,05-01-16,05-01-16 8:40,IN
26103,05-01-16,05-01-16 17:59,OUT
21202,05-01-16,05-01-16 16:14,OUT
25530,05-01-16,05-01-16 16:18,OUT
32717,05-01-16,05-01-16 16:19,OUT
26688,05-01-16,05-01-16 16:20,OUT
23322,05-01-16,05-01-16 17:38,OUT
18030,05-01-16,05-01-16 17:40,OUT
25835,05-01-16,05-01-16 17:40,OUT
27312,05-01-16,05-01-16 16:21,OUT
16622,05-01-16,05-01-16 16:22,OUT
31807,05-01-16,05-01-16 16:23,OUT
32930,05-01-16,05-01-16 16:23,OUT
25669,05-01-16,05-01-16 16:23,OUT
27227,05-01-16,05-01-16 16:24,OUT
24229,05-01-16,05-01-16 10:14,IN
26933,05-01-16,05-01-16 17:46,OUT
12974,05-01-16,05-01-16 9:00,IN
